,Contract Name,Last Day Traded,Strike,Last Price,Bid,Ask,Change,Percent Change,Volume,Open Interest,Implied Volatility,Price of Underlying,Date,Maturity Date,Option Type
73,AAPL180504C00140000,2018-04-26 9:32AM EDT,140.00,24.19,0.00,0.00,0.00,-,1,15,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
74,AAPL180504C00145000,2018-04-25 3:42PM EDT,145.00,19.18,0.00,0.00,0.00,-,10,162,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
75,AAPL180504C00146000,2018-04-04 4:39PM EDT,146.00,24.92,23.30,24.15,0.00,-,5,0,137.60%,164.22,"Apr 26, 2018","May 04, 2018",Call
76,AAPL180504C00147000,2018-04-25 2:33PM EDT,147.00,17.84,0.00,0.00,0.00,-,1,55,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
77,AAPL180504C00148000,2018-04-24 1:00PM EDT,148.00,15.45,0.00,0.00,0.00,-,2,2,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
78,AAPL180504C00149000,2018-04-24 3:55PM EDT,149.00,14.65,0.00,0.00,0.00,-,56,110,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
79,AAPL180504C00150000,2018-04-26 2:37PM EDT,150.00,14.45,0.00,0.00,0.00,-,336,428,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
80,AAPL180504C00152500,2018-04-25 2:49PM EDT,152.50,13.08,0.00,0.00,0.00,-,4,53,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
81,AAPL180504C00155000,2018-04-26 3:49PM EDT,155.00,10.25,0.00,0.00,0.00,-,579,823,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
82,AAPL180504C00157500,2018-04-26 3:55PM EDT,157.50,8.30,0.00,0.00,0.00,-,150,499,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
83,AAPL180504C00160000,2018-04-26 3:47PM EDT,160.00,6.60,0.00,0.00,0.00,-,827,"1,295",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
84,AAPL180504C00162500,2018-04-26 3:58PM EDT,162.50,5.00,0.00,0.00,0.00,-,901,"2,336",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
85,AAPL180504C00165000,2018-04-26 3:58PM EDT,165.00,3.71,0.00,0.00,0.00,-,"2,941","7,707",0.78%,164.22,"Apr 26, 2018","May 04, 2018",Call
86,AAPL180504C00167500,2018-04-26 3:58PM EDT,167.50,2.51,0.00,0.00,0.00,-,"3,557","5,632",3.13%,164.22,"Apr 26, 2018","May 04, 2018",Call
87,AAPL180504C00170000,2018-04-26 3:59PM EDT,170.00,1.64,0.00,0.00,0.00,-,"6,658","10,500",6.25%,164.22,"Apr 26, 2018","May 04, 2018",Call
88,AAPL180504C00172500,2018-04-26 3:57PM EDT,172.50,0.95,0.00,0.00,0.00,-,"1,895","6,344",6.25%,164.22,"Apr 26, 2018","May 04, 2018",Call
89,AAPL180504C00175000,2018-04-26 3:59PM EDT,175.00,0.53,0.00,0.00,0.00,-,"3,366","10,444",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Call
90,AAPL180504C00177500,2018-04-26 3:58PM EDT,177.50,0.26,0.00,0.00,0.00,-,"1,865","4,678",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Call
91,AAPL180504C00180000,2018-04-26 3:59PM EDT,180.00,0.15,0.00,0.00,0.00,-,"2,036","9,621",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Call
92,AAPL180504C00182500,2018-04-26 3:48PM EDT,182.50,0.07,0.00,0.00,0.00,-,833,"5,083",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Call
93,AAPL180504C00185000,2018-04-26 3:55PM EDT,185.00,0.05,0.00,0.00,0.00,-,456,"4,666",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Call
94,AAPL180504C00187500,2018-04-26 1:27PM EDT,187.50,0.04,0.00,0.00,0.00,-,90,"2,500",25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
95,AAPL180504C00190000,2018-04-26 2:13PM EDT,190.00,0.01,0.00,0.00,0.00,-,38,"3,737",25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
96,AAPL180504C00192500,2018-04-24 3:48PM EDT,192.50,0.03,0.00,0.00,0.00,-,20,0,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
97,AAPL180504C00195000,2018-04-26 3:59PM EDT,195.00,0.02,0.00,0.00,0.00,-,28,"2,673",25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
98,AAPL180504C00197500,2018-04-26 9:30AM EDT,197.50,0.04,0.01,0.00,+0.03,+300.00%,1,120,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
99,AAPL180504C00200000,2018-04-26 2:35PM EDT,200.00,0.01,0.00,0.00,0.00,-,44,"1,758",25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
100,AAPL180504C00202500,2018-04-26 9:30AM EDT,202.50,0.02,0.00,0.00,0.00,-,1,25,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
101,AAPL180504C00205000,2018-04-24 12:00PM EDT,205.00,0.02,0.00,0.00,0.00,-,10,39,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
102,AAPL180504C00207500,2018-04-24 1:34PM EDT,207.50,0.01,0.00,0.00,0.00,-,17,478,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
103,AAPL180504C00210000,2018-04-26 9:38AM EDT,210.00,0.01,0.00,0.00,0.00,-,1,8,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Call
104,AAPL180504C00212500,2018-04-20 11:49PM EDT,212.50,0.02,0.00,0.13,0.00,-,5,0,74.22%,164.22,"Apr 26, 2018","May 04, 2018",Call
105,AAPL180504P00120000,2018-04-27 6:57AM EDT,120.00,0.02,0.00,0.00,0.00,-,31,31,50.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
106,AAPL180504P00130000,2018-04-26 12:19PM EDT,130.00,0.02,0.00,0.00,0.00,-,30,535,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
107,AAPL180504P00135000,2018-04-24 3:14PM EDT,135.00,0.07,0.00,0.00,0.00,-,175,353,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
108,AAPL180504P00140000,2018-04-26 3:56PM EDT,140.00,0.06,0.00,0.00,0.00,-,200,695,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
109,AAPL180504P00142000,2018-04-27 6:57AM EDT,142.00,0.08,0.00,0.00,0.00,-,80,79,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
110,AAPL180504P00143000,2018-04-26 2:45PM EDT,143.00,0.11,0.00,0.00,0.00,-,35,216,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
111,AAPL180504P00144000,2018-04-26 3:00PM EDT,144.00,0.14,0.00,0.00,0.00,-,59,302,25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
112,AAPL180504P00145000,2018-04-26 3:10PM EDT,145.00,0.18,0.00,0.00,0.00,-,76,"1,012",25.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
113,AAPL180504P00146000,2018-04-26 3:44PM EDT,146.00,0.17,0.00,0.00,0.00,-,195,295,12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
114,AAPL180504P00147000,2018-04-26 1:25PM EDT,147.00,0.22,0.00,0.00,0.00,-,75,346,12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
115,AAPL180504P00148000,2018-04-26 3:37PM EDT,148.00,0.30,0.00,0.00,0.00,-,41,238,12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
116,AAPL180504P00149000,2018-04-26 3:31PM EDT,149.00,0.37,0.00,0.00,0.00,-,141,513,12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
117,AAPL180504P00150000,2018-04-26 3:58PM EDT,150.00,0.40,0.00,0.00,0.00,-,"1,881","5,136",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
118,AAPL180504P00152500,2018-04-26 3:51PM EDT,152.50,0.68,0.00,0.00,0.00,-,814,"1,667",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
119,AAPL180504P00155000,2018-04-26 3:59PM EDT,155.00,1.03,0.00,0.00,0.00,-,822,"2,736",12.50%,164.22,"Apr 26, 2018","May 04, 2018",Put
120,AAPL180504P00157500,2018-04-26 3:51PM EDT,157.50,1.60,0.00,0.00,0.00,-,802,"2,434",6.25%,164.22,"Apr 26, 2018","May 04, 2018",Put
121,AAPL180504P00160000,2018-04-24 3:59PM EDT,160.00,3.23,0.00,0.00,0.00,-,"3,425",0,3.13%,164.22,"Apr 26, 2018","May 04, 2018",Put
122,AAPL180504P00162500,2018-04-26 3:51PM EDT,162.50,3.30,0.00,0.00,0.00,-,"1,897","5,412",1.56%,164.22,"Apr 26, 2018","May 04, 2018",Put
123,AAPL180504P00165000,2018-04-26 3:59PM EDT,165.00,4.45,0.00,0.00,0.00,-,"2,073","6,132",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
124,AAPL180504P00167500,2018-04-26 3:45PM EDT,167.50,5.70,0.00,0.00,0.00,-,430,"5,544",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
125,AAPL180504P00170000,2018-04-26 3:55PM EDT,170.00,7.40,0.00,0.00,0.00,-,475,"4,970",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
126,AAPL180504P00172500,2018-04-26 3:49PM EDT,172.50,9.25,0.00,0.00,0.00,-,207,"3,212",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
127,AAPL180504P00175000,2018-04-26 3:38PM EDT,175.00,11.60,0.00,0.00,0.00,-,200,"2,996",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
128,AAPL180504P00177500,2018-04-26 12:07PM EDT,177.50,13.84,0.00,0.00,0.00,-,57,"1,492",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
129,AAPL180504P00180000,2018-04-26 1:40PM EDT,180.00,15.86,0.00,0.00,0.00,-,82,944,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
130,AAPL180504P00182500,2018-04-26 9:31AM EDT,182.50,18.19,0.00,0.00,0.00,-,1,456,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
131,AAPL180504P00185000,2018-04-24 3:48PM EDT,185.00,22.44,0.00,0.00,0.00,-,18,"1,007",0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
132,AAPL180504P00187500,2018-04-19 9:36AM EDT,187.50,13.15,21.55,22.50,0.00,-,2,274,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
133,AAPL180504P00190000,2018-04-20 11:50PM EDT,190.00,21.42,23.60,25.00,0.00,-,1,1,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
134,AAPL180504P00192500,2018-04-20 11:50PM EDT,192.50,19.57,26.40,27.45,0.00,-,6,3,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
135,AAPL180504P00195000,2018-04-20 11:50PM EDT,195.00,19.52,28.55,30.00,0.00,-,10,10,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
136,AAPL180504P00197500,2018-04-20 11:50PM EDT,197.50,21.94,31.05,32.50,0.00,-,10,10,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
137,AAPL180504P00200000,2018-04-26 9:46AM EDT,200.00,35.05,0.00,0.00,0.00,-,2,5,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
138,AAPL180504P00205000,2018-04-20 11:50PM EDT,205.00,27.11,38.55,40.00,0.00,-,50,50,0.00%,164.22,"Apr 26, 2018","May 04, 2018",Put
139,AAPL180511C00143000,2018-04-20 11:49PM EDT,143.00,23.81,21.55,25.85,0.00,-,10,0,77.25%,164.22,"Apr 26, 2018","May 11, 2018",Call
140,AAPL180511C00145000,2018-04-06 11:55PM EDT,145.00,29.66,22.80,26.95,0.00,-,2,2,104.93%,164.22,"Apr 26, 2018","May 11, 2018",Call
141,AAPL180511C00150000,2018-04-24 12:14PM EDT,150.00,15.05,0.00,0.00,0.00,-,91,151,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
142,AAPL180511C00152500,2018-04-25 3:34PM EDT,152.50,13.15,0.00,0.00,0.00,-,1,3,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
143,AAPL180511C00155000,2018-04-25 3:27PM EDT,155.00,11.15,0.00,0.00,0.00,-,16,45,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
144,AAPL180511C00157500,2018-04-24 3:47PM EDT,157.50,8.17,0.00,0.00,0.00,-,1,0,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
145,AAPL180511C00160000,2018-04-26 3:27PM EDT,160.00,7.00,0.00,0.00,0.00,-,196,515,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
146,AAPL180511C00162500,2018-04-26 3:35PM EDT,162.50,5.50,0.00,0.00,0.00,-,75,398,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
147,AAPL180511C00165000,2018-04-24 3:57PM EDT,165.00,3.91,0.00,0.00,0.00,-,488,0,0.78%,164.22,"Apr 26, 2018","May 11, 2018",Call
148,AAPL180511C00167500,2018-04-26 3:52PM EDT,167.50,3.00,0.00,0.00,0.00,-,883,"1,860",3.13%,164.22,"Apr 26, 2018","May 11, 2018",Call
149,AAPL180511C00170000,2018-04-26 3:55PM EDT,170.00,2.05,0.00,0.00,0.00,-,"1,368","2,454",3.13%,164.22,"Apr 26, 2018","May 11, 2018",Call
150,AAPL180511C00172500,2018-04-26 3:41PM EDT,172.50,1.33,0.00,0.00,0.00,-,574,"2,252",6.25%,164.22,"Apr 26, 2018","May 11, 2018",Call
151,AAPL180511C00175000,2018-04-26 3:49PM EDT,175.00,0.84,0.00,0.00,0.00,-,687,"2,618",6.25%,164.22,"Apr 26, 2018","May 11, 2018",Call
152,AAPL180511C00177500,2018-04-26 3:29PM EDT,177.50,0.51,0.00,0.00,0.00,-,332,"2,134",6.25%,164.22,"Apr 26, 2018","May 11, 2018",Call
153,AAPL180511C00180000,2018-04-26 3:59PM EDT,180.00,0.30,0.00,0.00,0.00,-,173,"4,876",12.50%,164.22,"Apr 26, 2018","May 11, 2018",Call
154,AAPL180511C00182500,2018-04-26 2:08PM EDT,182.50,0.19,0.00,0.00,0.00,-,64,"1,546",12.50%,164.22,"Apr 26, 2018","May 11, 2018",Call
155,AAPL180511C00185000,2018-04-26 1:28PM EDT,185.00,0.11,0.00,0.00,0.00,-,20,"1,658",12.50%,164.22,"Apr 26, 2018","May 11, 2018",Call
156,AAPL180511C00187500,2018-04-26 3:06PM EDT,187.50,0.07,0.00,0.00,0.00,-,79,411,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Call
157,AAPL180511C00190000,2018-04-24 3:42PM EDT,190.00,0.06,0.00,0.00,0.00,-,175,0,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Call
158,AAPL180511C00192500,2018-04-25 3:40PM EDT,192.50,0.05,0.00,0.00,0.00,-,10,889,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Call
159,AAPL180511C00195000,2018-04-26 9:38AM EDT,195.00,0.02,0.00,0.00,0.00,-,1,103,25.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
160,AAPL180511C00197500,2018-04-24 11:28AM EDT,197.50,0.03,0.00,0.00,0.00,-,1,51,25.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
161,AAPL180511C00200000,2018-04-23 1:59PM EDT,200.00,0.04,0.00,0.00,0.00,-,10,162,25.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
162,AAPL180511C00202500,2018-04-24 9:50AM EDT,202.50,0.02,0.00,0.00,0.00,-,5,0,25.00%,164.22,"Apr 26, 2018","May 11, 2018",Call
163,AAPL180511C00205000,2018-04-20 9:43AM EDT,205.00,0.03,0.01,0.07,-0.04,-57.14%,10,2,48.05%,164.22,"Apr 26, 2018","May 11, 2018",Call
164,AAPL180511P00140000,2018-04-27 6:57AM EDT,140.00,0.18,0.00,0.00,0.00,-,12,12,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
165,AAPL180511P00142000,2018-04-27 6:57AM EDT,142.00,0.21,0.00,0.00,0.00,-,10,5,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
166,AAPL180511P00143000,2018-04-24 3:17PM EDT,143.00,0.50,0.00,0.00,0.00,-,15,0,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
167,AAPL180511P00144000,2018-04-24 2:29PM EDT,144.00,0.65,0.00,0.00,0.00,-,75,417,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
168,AAPL180511P00145000,2018-04-24 3:53PM EDT,145.00,0.65,0.00,0.00,0.00,-,153,0,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
169,AAPL180511P00146000,2018-04-26 3:56PM EDT,146.00,0.40,0.00,0.00,0.00,-,10,376,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
170,AAPL180511P00147000,2018-04-24 3:53PM EDT,147.00,0.90,0.00,0.00,0.00,-,84,164,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
171,AAPL180511P00148000,2018-04-26 2:48PM EDT,148.00,0.59,0.00,0.00,0.00,-,139,357,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
172,AAPL180511P00149000,2018-04-26 12:52PM EDT,149.00,0.71,0.00,0.00,0.00,-,1,299,12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
173,AAPL180511P00150000,2018-04-26 3:37PM EDT,150.00,0.85,0.00,0.00,0.00,-,249,"1,120",12.50%,164.22,"Apr 26, 2018","May 11, 2018",Put
174,AAPL180511P00152500,2018-04-26 3:52PM EDT,152.50,1.16,0.00,0.00,0.00,-,167,976,6.25%,164.22,"Apr 26, 2018","May 11, 2018",Put
175,AAPL180511P00155000,2018-04-26 3:38PM EDT,155.00,1.72,0.00,0.00,0.00,-,190,"1,414",6.25%,164.22,"Apr 26, 2018","May 11, 2018",Put
176,AAPL180511P00157500,2018-04-26 3:37PM EDT,157.50,2.37,0.00,0.00,0.00,-,9,693,6.25%,164.22,"Apr 26, 2018","May 11, 2018",Put
177,AAPL180511P00160000,2018-04-26 3:48PM EDT,160.00,3.11,0.00,0.00,0.00,-,456,"11,069",3.13%,164.22,"Apr 26, 2018","May 11, 2018",Put
178,AAPL180511P00162500,2018-04-26 3:39PM EDT,162.50,4.28,0.00,0.00,0.00,-,184,886,1.56%,164.22,"Apr 26, 2018","May 11, 2018",Put
179,AAPL180511P00165000,2018-04-26 3:54PM EDT,165.00,5.30,0.00,0.00,0.00,-,403,"1,934",0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
180,AAPL180511P00167500,2018-04-26 3:45PM EDT,167.50,6.60,0.00,0.00,0.00,-,75,769,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
181,AAPL180511P00170000,2018-04-24 3:49PM EDT,170.00,9.71,0.00,0.00,0.00,-,51,0,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
182,AAPL180511P00172500,2018-04-25 1:38PM EDT,172.50,9.35,0.00,0.00,0.00,-,54,612,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
183,AAPL180511P00175000,2018-04-26 12:38PM EDT,175.00,12.12,0.00,0.00,0.00,-,31,678,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
184,AAPL180511P00177500,2018-04-26 3:40PM EDT,177.50,14.74,0.00,0.00,0.00,-,2,479,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
185,AAPL180511P00180000,2018-04-26 2:31PM EDT,180.00,17.08,0.00,0.00,0.00,-,6,316,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
186,AAPL180511P00182500,2018-04-25 9:30AM EDT,182.50,20.41,0.00,0.00,0.00,-,10,143,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
187,AAPL180511P00185000,2018-04-23 9:45AM EDT,185.00,19.87,0.00,0.00,0.00,-,30,95,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
188,AAPL180511P00190000,2018-04-24 10:28AM EDT,190.00,26.00,0.00,0.00,0.00,-,1,1,0.00%,164.22,"Apr 26, 2018","May 11, 2018",Put
189,AAPL180518C00010000,2018-03-28 9:24AM EDT,10.00,163.95,157.15,158.00,0.00,-,10,10,946.48%,164.22,"Apr 26, 2018","May 18, 2018",Call
190,AAPL180518C00022500,2018-03-28 9:24AM EDT,22.50,150.90,144.55,145.40,0.00,-,2,2,611.72%,164.22,"Apr 26, 2018","May 18, 2018",Call
191,AAPL180518C00035000,2018-04-26 12:06PM EDT,35.00,129.45,0.00,0.00,0.00,-,1,1,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
192,AAPL180518C00070000,2018-04-20 11:49PM EDT,70.00,103.50,95.30,96.40,0.00,-,2,1,228.27%,164.22,"Apr 26, 2018","May 18, 2018",Call
193,AAPL180518C00095000,2018-04-27 6:56AM EDT,95.00,67.06,0.00,0.00,0.00,-,2,1,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
194,AAPL180518C00100000,2018-04-26 2:18PM EDT,100.00,63.55,0.00,0.00,0.00,-,1,4,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
195,AAPL180518C00105000,2018-04-11 3:35PM EDT,105.00,67.70,69.55,70.40,0.00,-,5,5,250.84%,164.22,"Apr 26, 2018","May 18, 2018",Call
196,AAPL180518C00110000,2018-04-19 10:18AM EDT,110.00,64.70,55.35,56.45,0.00,-,2,6,122.05%,164.22,"Apr 26, 2018","May 18, 2018",Call
197,AAPL180518C00115000,2018-04-20 3:49PM EDT,115.00,51.05,50.35,51.50,-3.93,-7.15%,106,105,111.65%,164.22,"Apr 26, 2018","May 18, 2018",Call
198,AAPL180518C00120000,2018-04-26 11:37AM EDT,120.00,45.34,0.00,0.00,0.00,-,5,76,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
199,AAPL180518C00125000,2018-04-20 3:52PM EDT,125.00,41.20,40.45,41.55,-9.92,-19.41%,1,10,92.04%,164.22,"Apr 26, 2018","May 18, 2018",Call
200,AAPL180518C00130000,2018-04-23 10:49AM EDT,130.00,37.00,0.00,0.00,0.00,-,5,100,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
201,AAPL180518C00135000,2018-04-24 10:59AM EDT,135.00,29.50,0.00,0.00,0.00,-,3,761,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
202,AAPL180518C00140000,2018-04-26 12:26PM EDT,140.00,24.45,0.00,0.00,0.00,-,21,834,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
203,AAPL180518C00145000,2018-04-26 12:52PM EDT,145.00,19.50,0.00,0.00,0.00,-,9,755,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
204,AAPL180518C00150000,2018-04-26 3:51PM EDT,150.00,15.09,0.00,0.00,0.00,-,83,"1,819",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
205,AAPL180518C00152500,2018-04-27 6:56AM EDT,152.50,12.90,0.00,0.00,0.00,-,172,257,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
206,AAPL180518C00155000,2018-04-26 3:58PM EDT,155.00,10.90,0.00,0.00,0.00,-,172,"2,635",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
207,AAPL180518C00157500,2018-04-27 6:56AM EDT,157.50,9.05,0.00,0.00,0.00,-,162,590,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
208,AAPL180518C00160000,2018-04-26 3:57PM EDT,160.00,7.37,0.00,0.00,0.00,-,"1,379","4,448",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
209,AAPL180518C00162500,2018-04-27 6:56AM EDT,162.50,5.85,0.00,0.00,0.00,-,224,"1,116",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
210,AAPL180518C00165000,2018-04-26 3:59PM EDT,165.00,4.55,0.00,0.00,0.00,-,"2,556","7,794",0.78%,164.22,"Apr 26, 2018","May 18, 2018",Call
211,AAPL180518C00167500,2018-04-27 6:56AM EDT,167.50,3.35,0.00,0.00,0.00,-,"1,226","2,058",1.56%,164.22,"Apr 26, 2018","May 18, 2018",Call
212,AAPL180518C00170000,2018-04-26 3:59PM EDT,170.00,2.43,0.00,0.00,0.00,-,"2,249","21,869",3.13%,164.22,"Apr 26, 2018","May 18, 2018",Call
213,AAPL180518C00172500,2018-04-27 6:56AM EDT,172.50,1.62,0.00,0.00,0.00,-,684,"1,624",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Call
214,AAPL180518C00175000,2018-04-26 3:53PM EDT,175.00,1.08,0.00,0.00,0.00,-,"2,595","21,755",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Call
215,AAPL180518C00177500,2018-04-27 6:56AM EDT,177.50,0.68,0.00,0.00,0.00,-,"1,270","3,544",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Call
216,AAPL180518C00180000,2018-04-26 3:56PM EDT,180.00,0.44,0.00,0.00,0.00,-,"3,635","32,278",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Call
217,AAPL180518C00182500,2018-04-27 6:56AM EDT,182.50,0.27,0.00,0.00,0.00,-,468,"1,791",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
218,AAPL180518C00185000,2018-04-26 3:52PM EDT,185.00,0.19,0.00,0.00,0.00,-,"2,611","20,342",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
219,AAPL180518C00187500,2018-04-27 6:56AM EDT,187.50,0.12,0.00,0.00,0.00,-,189,486,12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
220,AAPL180518C00190000,2018-04-26 3:52PM EDT,190.00,0.09,0.00,0.00,0.00,-,486,"12,271",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
221,AAPL180518C00192500,2018-04-27 6:56AM EDT,192.50,0.12,0.00,0.00,0.00,-,1,157,12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
222,AAPL180518C00195000,2018-04-26 3:59PM EDT,195.00,0.05,0.00,0.00,0.00,-,115,"5,564",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
223,AAPL180518C00197500,2018-04-27 6:56AM EDT,197.50,0.05,0.00,0.00,0.00,-,1,7,12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
224,AAPL180518C00200000,2018-04-26 3:54PM EDT,200.00,0.03,0.00,0.00,0.00,-,424,"7,399",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Call
225,AAPL180518C00205000,2018-04-26 1:16PM EDT,205.00,0.01,0.01,0.00,0.00,-,15,"1,497",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
226,AAPL180518C00210000,2018-04-26 2:45PM EDT,210.00,0.01,0.00,0.00,0.00,-,14,"1,754",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
227,AAPL180518C00215000,2018-04-25 1:10PM EDT,215.00,0.01,0.00,0.00,0.00,-,1,896,25.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
228,AAPL180518C00220000,2018-04-13 9:36AM EDT,220.00,0.04,0.01,0.05,+0.01,+33.33%,5,488,48.24%,164.22,"Apr 26, 2018","May 18, 2018",Call
229,AAPL180518C00225000,2018-04-19 11:21AM EDT,225.00,0.01,0.00,0.13,0.00,-,4,44,53.13%,164.22,"Apr 26, 2018","May 18, 2018",Call
230,AAPL180518C00230000,2018-04-18 2:22PM EDT,230.00,0.02,0.00,0.13,0.00,-,10,142,56.25%,164.22,"Apr 26, 2018","May 18, 2018",Call
231,AAPL180518C00235000,2018-03-28 9:33AM EDT,235.00,0.05,0.00,0.06,0.00,-,2,1,54.69%,164.22,"Apr 26, 2018","May 18, 2018",Call
